Days,"t_half = 25.000 
t_max = 14.000","t_half = 25.000 
t_max = 17.500","t_half = 25.000 
t_max = 21.000","t_half = 25.000 
t_max = 24.500","t_half = 25.000 
t_max = 28.000","t_half = 28.143 
t_max = 14.000","t_half = 28.143 
t_max = 17.500","t_half = 28.143 
t_max = 21.000","t_half = 28.143 
t_max = 24.500","t_half = 28.143 
t_max = 28.000","t_half = 31.286 
t_max = 14.000","t_half = 31.286 
t_max = 17.500","t_half = 31.286 
t_max = 21.000","t_half = 31.286 
t_max = 24.500","t_half = 31.286 
t_max = 28.000","t_half = 34.429 
t_max = 14.000","t_half = 34.429 
t_max = 17.500","t_half = 34.429 
t_max = 21.000","t_half = 34.429 
t_max = 24.500","t_half = 34.429 
t_max = 28.000","t_half = 37.571 
t_max = 14.000","t_half = 37.571 
t_max = 17.500","t_half = 37.571 
t_max = 21.000","t_half = 37.571 
t_max = 24.500","t_half = 37.571 
t_max = 28.000","t_half = 40.714 
t_max = 14.000","t_half = 40.714 
t_max = 17.500","t_half = 40.714 
t_max = 21.000","t_half = 40.714 
t_max = 24.500","t_half = 40.714 
t_max = 28.000","t_half = 43.857 
t_max = 14.000","t_half = 43.857 
t_max = 17.500","t_half = 43.857 
t_max = 21.000","t_half = 43.857 
t_max = 24.500","t_half = 43.857 
t_max = 28.000","t_half = 47.000 
t_max = 14.000","t_half = 47.000 
t_max = 17.500","t_half = 47.000 
t_max = 21.000","t_half = 47.000 
t_max = 24.500","t_half = 47.000 
t_max = 28.000","t_half = 50.143 
t_max = 14.000","t_half = 50.143 
t_max = 17.500","t_half = 50.143 
t_max = 21.000","t_half = 50.143 
t_max = 24.500","t_half = 50.143 
t_max = 28.000","t_half = 53.286 
t_max = 14.000","t_half = 53.286 
t_max = 17.500","t_half = 53.286 
t_max = 21.000","t_half = 53.286 
t_max = 24.500","t_half = 53.286 
t_max = 28.000","t_half = 56.429 
t_max = 14.000","t_half = 56.429 
t_max = 17.500","t_half = 56.429 
t_max = 21.000","t_half = 56.429 
t_max = 24.500","t_half = 56.429 
t_max = 28.000","t_half = 59.571 
t_max = 14.000","t_half = 59.571 
t_max = 17.500","t_half = 59.571 
t_max = 21.000","t_half = 59.571 
t_max = 24.500","t_half = 59.571 
t_max = 28.000","t_half = 62.714 
t_max = 14.000","t_half = 62.714 
t_max = 17.500","t_half = 62.714 
t_max = 21.000","t_half = 62.714 
t_max = 24.500","t_half = 62.714 
t_max = 28.000","t_half = 65.857 
t_max = 14.000","t_half = 65.857 
t_max = 17.500","t_half = 65.857 
t_max = 21.000","t_half = 65.857 
t_max = 24.500","t_half = 65.857 
t_max = 28.000","t_half = 69.000 
t_max = 14.000","t_half = 69.000 
t_max = 17.500","t_half = 69.000 
t_max = 21.000","t_half = 69.000 
t_max = 24.500","t_half = 69.000 
t_max = 28.000"
2020-12-18,112779030.43731146,112773000.54081646,112767248.28354049,112761791.71142368,112756403.69234332,112772357.71068773,112767298.11267826,112762427.53154579,112757746.58413124,112753110.17512026,112766096.90053283,112761720.75339425,112757479.15338825,112753365.74701197,112749284.33760235,112760162.47748618,112756292.06755733,112752523.95656358,112748850.27199486,112745206.27587113,112754526.79325868,112751051.85146423,112747661.80187263,112744349.61242266,112741071.58490461,112749194.98471451,112746046.46605909,112742975.06567793,112739975.27051036,112737017.62800823,112744184.31137322,112741317.69125678,112738526.27600186,112735805.94084762,112733136.8334419,112739510.993099,112736895.79415074,112734357.09479848,112731891.71802543,112729486.18117817,112735183.69063112,112732797.15842848,112730489.8656125,112728259.09467609,112726095.49062173,112731201.62027498,112729025.10987325,112726930.93607399,112724916.42349769,112722974.80744918,112727555.34163956,112725572.40125112,112723674.64568336,112721859.13291341,112720120.65201412,112724228.74226896,112722424.19800508,112720707.15080537,112719074.18916781,112717520.97029118,112721201.28637967,112719560.87351151,112718009.64324206,112716543.59857824,112715158.82064001,112718450.03465421,112716960.29673786,112715560.81920603,112714246.96769463,112713014.96614154,112715951.23834658,112714599.53562373,112713338.63555859,112712163.25829859,112711069.59779167
2020-12-19,112771217.37869364,112765582.87723048,112760170.49338515,112754964.54499558,112749707.55938752,112764472.48037249,112759765.77993037,112755196.60003091,112750740.16613367,112746231.58042157,112758118.51161456,112754052.78488031,112750074.81069483,112746159.3518416,112742197.3859155,112752069.84628698,112748472.40899226,112744935.71914972,112741437.93866794,112737906.2119732,112746307.43247275,112743075.14703667,112739891.68265972,112736739.67059258,112733570.43751295,112740848.093119,112737919.3855853,112735037.0978006,112732187.9958112,112729339.68540943,112735720.1746111,112733057.29857822,112730443.90561923,112727869.98856041,112725314.00435238,112730948.43769461,112728526.48557033,112726159.70269118,112723840.2871109,112721553.77690828,112726546.89490728,112724347.3187421,112722209.36941841,112720126.54058906,112718088.8509936,112722517.10381475,112720524.17606442,112718599.01039962,112716735.68302897,112714926.92968307,112718849.54653832,112717048.64033268,112715320.75248909,112713660.03280766,112712060.76420532,112715526.33021976,112713903.24508521,112712357.34950237,112710882.53356686,112709473.87123911,112712524.10386324,112711064.9325964,112709686.03868595,112708380.85504769,112707144.77225602,112709816.6184521,112708507.84999849,112707281.47319944,112706130.3635735,112705049.94129686,112707376.71366443,112706205.40344314,112705117.77980103,112704106.12593286,112703165.7264111
2020-12-20,112766769.37577944,112761169.55000399,112755782.27222236,112750593.51037228,112745347.27599847,112759932.69662327,112755272.93560365,112750742.09508355,112746314.82914208,112741826.77792363,112753502.7958399,112749489.37652671,112745555.97574212,112741675.868275,112737740.06679384,112747386.68669297,112743843.26197465,112740353.70525037,112736894.36315922,112733392.19716674,112741561.7538502,112738383.44715051,112735247.97083588,112732136.07691494,112728998.83136453,112736043.7622079,112733168.38889772,112730334.36020947,112727526.60715431,112724712.45005237,112730861.36230263,112728251.17859481,112725686.31073776,112723154.99384546,112720635.38280676,112726040.14116186,112723670.5208823,112721352.76341061,112719077.38484159,112716829.59406038,112721594.93328263,112719447.68234672,112717359.53356214,112715322.35931788,112713325.80721205,112717527.8461384,112715587.54912047,112713713.17277618,112711897.21509562,112710131.98659576,112713829.55390327,112712081.80341037,112710405.80766946,112708794.16609822,112707240.67534783,112710482.02092323,112708912.73228759,112707419.84471883,112705995.71471946,112704634.86711007,112707461.49336763,112706056.78251122,112704731.94220482,112703478.88167542,112702292.3817509,112704741.14803773,112703487.4549735,112702316.04756008,112701218.28405498,112700188.91928904,112702293.16032897,112701177.4420333,112700145.5378029,112699188.21897817,112698300.05571201
2020-12-21,112764997.80559593,112759130.02743518,112753492.00716835,112748103.71585755,112742739.65517575,112758033.34335959,112753162.90086116,112748438.69290674,112743858.04744612,112739276.5750013,112751521.45049652,112747342.66734517,112743260.18107195,112739262.57261458,112735253.98602287,112745357.45532757,112741683.6076704,112738078.11946143,112734527.72344203,112730968.03820005,112739506.2545302,112736223.70132111,112732996.32995832,112729811.94575262,112726627.34192762,112733972.6285825,112731012.05275701,112728102.99396142,112725235.16779123,112722379.71285401,112728776.79399754,112726094.88668405,112723466.45840135,112720882.98604955,112718325.21044269,112723938.64503965,112721506.62752539,112719132.91032824,112716810.20583598,112714525.52173969,112719469.75479114,112717266.4764436,112715127.33641839,112713045.69692476,112711012.50606243,112715370.86753318,112713378.91193841,112711456.82834053,112709598.12692167,112707796.10421087,112711632.62320928,112709836.30549265,112708114.89015284,112706461.66387007,112704871.20930323,112708237.77994944,112706622.2584106,112705085.71589707,112703620.97203311,112702223.2073327,112705163.8154597,112703714.80450451,112702347.85777375,112701055.18944329,112699832.14716426,112702385.29974253,112701089.06724405,112699877.07074249,112698740.85825486,112697675.68666117,112699875.78497683,112698719.25353752,112697648.34650692,112696653.93783078,112695731.04867727
2020-12-22,112761520.96990785,112755548.88742861,112749806.12671642,112744331.40172972,112738916.95100166,112754441.13926259,112749501.0964422,112744708.41329741,112740072.01349494,112735458.99428436,112747845.49008752,112743622.61970925,112739497.78470385,112735466.78429174,112731441.2347947,112741620.01968092,112737920.68384308,112734291.46406192,112730723.52864058,112727157.38163261,112735721.56851806,112732426.89619058,112729188.87629285,112725997.93876709,112722814.08409795,112730148.74032174,112727185.51422931,112724274.8844651,112721407.99720745,112718558.10253751,112724917.48167212,112722239.55784526,112719615.81438825,112717038.36585113,112714489.3436578,112720045.05035076,112717621.6530968,112715256.95190418,112712943.76747933,112710670.0184075,112715541.62712146,112713350.24651821,112711223.18640107,112709153.56158307,112707132.9058867,112711407.41915394,112709429.74559413,112707522.00134905,112705677.20769306,112703889.02048677,112707633.05689052,112705852.83886047,112704147.53008416,112702509.76188627,112700934.31313434,112704201.57132554,112702603.61958465,112701084.65993929,112699636.73967879,112698255.11333114,112701090.82912982,112699660.6510707,112698312.59615952,112697038.02211994,112695832.25543438,112698275.80329758,112696999.54555108,112695807.65398252,112694690.75818312,112693644.01706283,112695730.4075875,112694594.92082672,112693545.27430013,112692571.37678398,112691668.087685
2020-12-23,112760965.2481065,112754545.48638925,112748376.65684377,112742553.5806413,112736920.67202848,112753716.53110485,112748410.8011697,112743277.21478656,112738363.08790836,112733570.3998283,112747014.19269867,112742494.43666579,112738097.92159069,112733846.91078828,112729676.45828056,112740732.55670482,112736791.86947629,112732945.033222,112729201.483261,112725517.48587868,112734812.17578004,112731319.36469266,112727904.37168467,112724570.19858593,112721287.44070637,112729235.4059088,112726106.51496547,112723048.35254611,112720060.66735904,112717123.83725187,112724004.57943568,112721184.61760625,112718433.92072088,112715750.44555175,112713121.14403608,112719127.01173441,112716578.28697222,112714100.56102826,112711690.58685078,112709339.58391385,112714606.62750524,112712301.49117106,112710070.60524155,112707909.70199724,112705812.62502638,112710440.51694134,112708357.03481421,112706351.49311562,112704418.62835434,112702553.76377426,112706618.56752345,112704738.07320894,112702939.01712047,112701215.12610316,112699562.42975369,112703124.67694537,112701430.48013417,112699820.70759003,112698288.07357371,112696828.80984539,112699938.53805047,112698415.29985978,112696978.84043296,112695620.88391481,112694337.5494624,112697037.41324393,112695670.87846784,112694392.843057,112693194.08751197,112692070.43301877,112694397.6229312,112693174.52379464,112692041.06966406,112690987.1609861,112690008.22143018
2020-12-24,112755103.23516823,112748739.85556379,112742611.15241674,112736815.74914904,112731203.63272934,112747746.07356259,112742510.82676215,112737434.57964796,112732565.15005691,112727807.66770203,112740954.84142165,112736512.78991252,112732183.0709718,112727986.88648555,112723860.99261501,112734596.38562162,112730736.75988857,112726961.80438632,112723279.1587342,112719645.94497135,112728607.05440941,112725196.60701515,112721856.23694532,112718586.82268499,112715359.3108583,112722967.30291373,112719921.11412776,112716939.1733572,112714018.97791618,112711140.93978956,112717678.93835625,112714941.68268067,112712268.33534129,112709654.56782615,112707087.14921708,112712749.4078774,112710283.38542782,112707884.00536093,112705545.74158892,112703259.46697582,112708182.94659728,112705960.6352433,112703809.0962158,112701721.80248173,112699692.11662151,112703976.86522993,112701976.47851792,112700051.31215806,112698193.86462364,112696398.86194572,112700121.06814893,112698324.05091834,112696606.39447513,112694959.6062411,112693379.01595497,112696599.2510772,112694988.96601127,112693461.56404887,112692007.55543752,112690622.38134024,112693390.72304505,112691951.82556184,112690598.6074926,112689320.60210706,112688113.05855997,112690472.23770362,112689190.4184264,112687996.35979167,112686878.6635496,112685832.21242279,112687819.53905776,112686681.44158345,112685632.54313956,112684660.57761277,112683759.9721431
2020-12-25,112754099.31160624,112747237.1811771,112740626.76320596,112734429.19027291,112728554.96199445,112746548.03204626,112740899.93406504,112735434.92182238,112730243.296263,112725270.6791312,112739628.12950473,112734847.09302759,112730205.43650715,112725753.30516744,112721454.60840203,112733196.74040256,112729058.89531715,112725032.91052468,112721146.03962144,112717373.53159927,112727174.0050228,112723533.3876038,112719988.44119196,112716553.16121083,112713210.4809416,112721523.16498017,112718283.43953852,112715131.06182802,112712072.10736856,112709094.80597918,112716231.0242468,112713327.24399096,112710507.68121663,112707773.42322168,112705116.24562857,112711293.6843961,112708680.48063911,112706151.52964814,112703704.53113562,112701333.4858417,112706707.93627276,112704351.98551351,112702082.0291289,112699893.26047528,112697780.92588295,112702467.09497182,112700342.44370326,112698306.25205998,112696351.711152,112694474.61226326,112698559.75917639,112696645.01983911,112694821.31718393,112693080.15290706,112691417.38435757,112694970.20189643,112693246.9326921,112691617.04499793,112690070.5693418,112688603.11906637,112691679.4796735,112690131.28200647,112688678.41431299,112687309.60724059,112686020.04299898,112688666.70358129,112687278.73359889,112685987.59373096,112684780.86097856,112683653.18516058,112685910.18318994,112684668.88908724,112683525.48906542,112682466.53689125,112681486.10634656
2020-12-26,112748406.35332187,112741396.50529379,112734635.2869062,112728306.34276667,112722344.52529784,112740702.76781271,112734945.04321387,112729373.42609833,112724091.34255575,112719059.80448909,112733666.64356779,112728805.77062058,112724090.87730655,112719579.4131607,112715244.82425864,112727147.49393281,112722952.79484747,112718878.4731615,112714955.3600194,112711164.37621784,112721057.43600638,112717377.36494617,112713802.3706218,112710347.59162505,112706999.0575916,112715352.6189469,112712086.34814039,112708917.12520169,112705850.56407657,112702876.26508054,112710014.25473061,112707093.32213563,112704266.2924996,112701532.73381671,112698884.63259418,112705034.44495599,112702410.81759535,112699880.98164213,112697440.42579848,112695082.58157846,112700407.39628077,112698045.79775235,112695779.554876,112693601.20449829,112691504.89820969,112696124.96261862,112693998.05578707,112691968.81390357,112690027.49148296,112688168.43014036,112692175.09328935,112690260.54362562,112688446.12255594,112686720.22567391,112685077.01987135,112688541.94826254,112686820.68877088,112685201.83542307,112683672.21654141,112682225.5906199,112685206.78967501,112683662.02472773,112682221.58800307,112680870.96017832,112679603.35552186,112682149.09517208,112680765.73957518,112679488.21811485,112678300.84161046,112677196.21353056,112679347.59630378,112678111.95887728,112676983.24823622,112675944.75614409,112674988.45533256
2020-12-27,112737756.17819324,112731171.98016818,112724799.83609481,112718794.08838287,112713065.41073829,112729976.69975539,112724622.13211636,112719418.11317997,112714444.56211564,112709645.07272467,112722863.0322118,112718377.76942359,112714004.65775618,112709782.72656193,112705672.89313743,112716257.16537137,112712411.0139149,112708653.85213192,112705002.18789996,112701428.00348018,112710072.58975531,112706717.28798206,112703438.62962924,112700240.59924357,112697102.88567819,112704271.2389821,112701310.37734354,112698421.32530618,112695600.93184108,112692834.28869984,112698841.28365299,112696210.92721125,112693652.41456026,112691158.31169164,112688717.34806004,112693780.99203701,112691437.15688753,112689168.02215537,112686963.3503982,112684814.13886644,112689089.01036537,112686999.71416704,112684989.31833397,112683045.5407688,112681160.61541337,112684759.68517248,112682900.06212193,112681123.89650527,112679417.25951754,112677772.8812247,112680781.71206942,112679131.13573407,112677568.33516398,112676077.96341315,112674652.74326433,112677138.64350864,112675679.11550947,112674311.13023439,112673018.07795236,112671792.35365166,112673810.21288322,112672525.51103942,112671335.44386998,112670222.26539508,112669177.85598464,112670773.83552021,112669649.09103835,112668621.38990515,112667671.96548268,112666792.08968516,112668005.95348708,112667027.45282753,112666147.77553475,112665347.24437733,112664616.49059187
2020-12-28,112732889.23201062,112726059.0092551,112719432.56350575,112713204.03259349,112707326.83869796,112724938.79036877,112719390.48056595,112713993.7084656,112708854.5056767,112703945.02857254,112717699.00243701,112713064.50082693,112708548.44506063,112704207.02198061,112700020.32122399,112711005.33421594,112707046.48213042,112703185.56787628,112699450.2273626,112695825.28311194,112704761.2693479,112701322.26912169,112697969.8309687,112694714.93396384,112691545.79037206,112698918.34475264,112695896.0946964,112692955.5565309,112690097.71428223,112687313.22537895,112693455.70036246,112690780.64043823,112688186.80236861,112685668.90460613,112683219.21342388,112688364.70176028,112685988.34866194,112683695.35310735,112681476.25837061,112679324.20735304,112683639.32421187,112681526.25902247,112679500.02021785,112677548.16132843,112675664.10773227,112679271.20619987,112677394.05247676,112675607.63982229,112673897.22693413,112672256.07886274,112675247.87017842,112673584.24769066,112672015.17216498,112670524.04135323,112669103.6581567,112671552.78150827,112670083.52427125,112668712.20479655,112667420.65613276,112666201.03423224,112668166.27812123,112666874.42900468,112665683.35726617,112664573.5537906,112663536.43183939,112665066.76144719,112663937.02164012,112662910.3186824,112661965.9819617,112661094.64937972,112662231.81785685,112661250.2486122,112660373.42758484,112659579.67671305,112658858.86762364
2020-12-29,112727371.76541074,112720156.27038446,112713146.5132393,112706585.37235743,112700478.52957104,112719211.31093949,112713343.68441825,112707641.40994364,112702241.92914703,112697151.67341079,112711815.98658507,112706919.60262108,112702162.15598756,112697619.79828912,112693294.92749278,112705015.27040845,112700842.40544952,112696791.14356473,112692901.35437691,112689172.07283483,112698700.88354293,112695086.2546687,112691582.7845731,112688208.39007105,112684959.97567253,112692811.23463717,112689643.06938909,112686580.82297854,112683628.76941893,112680782.48997551,112687313.60643676,112684514.90864643,112681820.57251285,112679226.0990444,112676726.11521572,112682190.0450113,112679706.29457934,112677327.72156958,112675043.9418204,112672848.7272107,112677428.06634977,112675219.18267171,112673117.63102402,112671108.88579586,112669185.84065714,112673015.46844992,112671050.6439467,112669195.8968423,112667433.64360887,112665755.84567854,112668938.04207158,112667192.49146172,112665559.85887797,112664020.20460705,112662564.51781562,112665179.05154593,112663632.01104346,112662200.52772167,112660862.78430389,112659608.78716567,112661719.63411646,112660353.15203322,112659104.5108809,112657950.36093216,112656879.74480931,112658539.56086908,112657337.7730452,112656255.69517908,112655268.70704374,112654364.92976288,112655618.04019964,112654566.7326448,112653636.58772792,112652801.92194842,112652049.99261925
2020-12-30,112717992.61633217,112710734.59779519,112703672.4619799,112697063.08996063,112690931.54603098,112709669.21878445,112703788.88898404,112698071.71285884,112692661.52828538,112687576.18484673,112702144.0624034,112697257.35523035,112692512.08733658,112687986.43545362,112683689.17398098,112695239.47757602,112691093.02011952,112687073.50316729,112683220.22155108,112679535.36033322,112688840.40075272,112685264.5472729,112681806.87852848,112678483.15899661,112675291.35455216,112682879.59097737,112679759.21635003,112676752.7864775,112673861.46199901,112671080.52172431,112677320.02842017,112674575.60275783,112671944.16296026,112669417.51909319,112666989.10084747,112672140.718413,112669715.84885122,112667405.15262814,112665194.21988612,112663075.03702132,112667327.1768619,112665180.43132597,112663150.26202598,112661217.93763018,112659374.17990741,112662865.98428719,112660965.60243848,112659184.72506356,112657501.48118347,112655905.40726313,112658742.25746995,112657062.7963889,112655505.82852061,112654047.10674557,112652675.03067274,112654938.93550761,112653459.18528539,112652104.69570185,112650849.36023758,112649680.49012232,112651437.03463186,112650138.74446458,112648968.11353669,112647897.54391484,112646913.31711522,112648216.31001547,112647083.41586883,112646080.15364994,112645177.70909323,112644361.40312155,112645255.99626216,112644274.14943084,112643423.48013102,112642674.17196286,112642010.66136344
2020-12-31,112708567.50501738,112701239.52924225,112694092.65354016,112687401.14921984,112681214.44651279,112700088.18172191,112694165.25166713,112688400.37911472,112682946.69482067,112677837.2746753,112692437.47336145,112687530.06235516,112682765.09012172,112678225.20558205,112673928.54181582,112685432.46860497,112681282.67008355,112677264.60208589,112673419.04318105,112669753.69769865,112678952.30030073,112675386.67465219,112671946.35039738,112668646.67243326,112665488.57047614,112672924.421475,112669824.71629643,112666847.48135707,112663992.22805522,112661255.47595912,112667307.46682058,112664591.63546725,112661998.15878,112659516.40089059,112657139.85957299,112662077.16071379,112659686.83718137,112657420.55813028,112655260.95573314,112653199.28113903,112657216.7104477,112655108.95421588,112653127.94706127,112651251.67719056,112649469.5782083,112652711.18158723,112650853.10509345,112649124.89243014,112647501.19655484,112645969.8839321,112648544.77270012,112646910.10707176,112645408.4157848,112644011.86502643,112642706.92022558,112644699.92324457,112643266.86307964,112641969.63041508,112640778.4781313,112639678.60055456,112641157.42438613,112639907.29483089,112638795.45672555,112637790.6552662,112636876.92915365,112637896.97332779,112636813.4108397,112635870.16556302,112635034.77483256,112634290.23079343,112634897.83858684,112633966.28359412,112633176.63614665,112632495.4559538,112631904.79305609
2021-01-01,112709745.9112062,112702209.17275502,112694825.30472758,112687911.32239264,112681576.04459856,112701276.86787002,112695160.77189253,112689193.15254661,112683556.6517509,112678324.74153331,112693656.22572091,112688578.81441298,112683645.83398598,112678960.31276266,112674568.15274192,112686706.07720712,112682410.60519074,112678255.6317828,112674295.89637093,112670558.21896997,112680301.28053199,112676612.00402175,112673060.36977866,112669671.12745166,112666458.30271438,112674360.7675316,112671155.5504187,112668086.6605029,112665159.77478011,112662380.29708269,112668833.85581534,112666026.37714691,112663355.38575298,112660814.12131807,112658402.01968618,112663688.15720096,112661216.08128007,112658881.78047776,112656670.16162102,112654576.360197,112658900.86257733,112656717.92968735,112654674.76652297,112652750.53425547,112650937.12607011,112654453.27305973,112652524.03886679,112650736.89819224,112649066.93362157,112647503.48725566,112650327.81545407,112648624.18663454,112647065.01665787,112645622.4119413,112644283.63614874,112646506.71198976,112645005.68747425,112643651.3357128,112642413.53773464,112641277.82017505,112642971.62491329,112641653.83267406,112640484.66278587,112639432.29844137,112638480.78962824,112639703.79786168,112638552.5469455,112637551.55036585,112636667.6758539,112635883.70464982,112636684.39434181,112635685.0549907,112634837.2713906,112634106.8810637,112633475.56824006
2021-01-02,112690107.4333363,112682161.09334378,112674383.25034285,112667117.86203353,112660500.89326662,112681235.06780495,112674783.2876272,112668505.69139542,112662598.29364608,112657149.83813158,112673273.53146414,112667917.3347603,112662737.07005958,112657841.14728808,112653283.080746,112666034.06467053,112661503.84543063,112657148.6828681,112653023.86832659,112649158.90357001,112659380.57208963,112655490.6731622,112651774.3620185,112648253.97441751,112644943.04143272,112653222.43154235,112649843.04372992,112646636.34385884,112643603.76790069,112640748.1834431,112647501.32039596,112644540.214481,112641751.84116726,112639124.08732197,112636652.55095547,112642179.12412062,112639569.46045534,112637133.44201304,112634849.9686858,112632709.52191158,112637228.97242387,112634921.09781876,112632788.38699906,112630803.63544783,112628953.58490773,112632629.428777,112630585.37024759,112628718.30974187,112626996.79596458,112625404.7310839,112628361.16123986,112626550.95735842,112624919.6566422,112623432.78532325,112622072.01471727,112624405.31105347,112622804.58684893,112621384.56553654,112620108.57828107,112618956.49480051,112620742.89770839,112619331.26960272,112618101.92797093,112617016.58328603,112616053.62007493,112617354.78334562,112616114.80956727,112615058.43147388,112614146.14854789,112613355.10317688,112614221.88884205,112613138.37330726,112612239.46766429,112611484.76036136,112610850.34493606
2021-01-03,112674957.722721,112667412.33088884,112660006.96941492,112653062.04902276,112646697.36487065,112665985.91668436,112659926.8119413,112654014.39537908,112648425.06955035,112643234.78662053,112657936.64019926,112652957.67669536,112648128.10008496,112643540.69541949,112639239.15154855,112650610.78300849,112646440.4005444,112642419.84113029,112638592.16810603,112634979.53766064,112643869.75262013,112640323.18829262,112636926.68339427,112633693.05527283,112630630.4553293,112637624.9132901,112634574.65426503,112631675.52505577,112628921.53165412,112626311.65507838,112631821.78710033,112629178.38816758,112626688.22896193,112624333.33817579,112622106.52093823,112626426.22927079,112624125.56516722,112621981.06325036,112619966.92487946,112618071.6138994,112621414.5132,112619409.2727129,112617563.55994202,112615846.31216703,112614242.78640604,112616767.14949079,112615021.20398381,112613438.24289374,112611983.5558308,112610639.91582985,112612465.55787511,112610950.28236648,112609601.27131552,112608381.21289921,112607270.88002037,112608490.63440683,112607182.53773159,112606043.63730526,112605034.71857253,112604134.89872916,112604822.42841685,112603701.6429748,112602752.54852146,112601934.51085874,112601225.2523079,112601440.3757414,112600489.6986472,112599712.7425219,112599067.79952408,112598531.40510383,112598323.74183343,112597528.02189471,112596907.60047705,112596419.95218715,112596040.59770389
2021-01-04,112662259.69639978,112654774.73305222,112647403.44694059,112640474.35706763,112634125.96898389,112653133.12902583,112647154.60098605,112641305.43890779,112635764.77927774,112630619.84686033,112644956.89926448,112640073.27362548,112635327.38277897,112630811.97058685,112626577.49054052,112637525.9081087,112633461.75014956,112629539.39897554,112625800.37887603,112622270.82446958,112630696.28626367,112627263.96829914,112623976.09296429,112620843.10623541,112617875.37611362,112624375.22688241,112621445.1111908,112618662.14926495,112616017.5080771,112613511.24686088,112618505.18077067,112615986.25923643,112613617.77021542,112611378.64295116,112609262.01037005,112613049.85577899,112610876.86691569,112608858.10240036,112606964.52393499,112605184.41877921,112607984.07746813,112606108.89175947,112604391.9695083,112602798.93829452,112601314.53272526,112603287.39742233,112601673.29871933,112600221.46042268,112598893.83306152,112597672.42517002,112598940.59480657,112597558.53374812,112596342.45812199,112595251.71076025,112594266.12693843,112594924.11941768,112593750.2931596,112592745.75768074,112591867.95954356,112591094.95187016,112591217.68573861,112590231.99166198,112589418.40084423,112588732.9533176,112588152.2131296,112587800.45525958,112586985.50737298,112586344.96550225,112585833.8123191,112585427.35356669,112584651.45107557,112583991.95058937,112583508.66951208,112583155.79047339,112582907.54944696
2021-01-05,112647862.25666538,112640458.09134647,112633149.44532575,112626264.17998464,112619951.22088443,112638588.07782555,112632704.85300955,112626940.68249346,112621470.48344186,112616386.34463912,112630289.431649,112625509.9584615,112620862.86668144,112616435.26157834,112612279.30277672,112622754.40140352,112618799.7915903,112614984.9275617,112611345.20144545,112607906.6467087,112615834.39312787,112612514.91823882,112609340.14069937,112606314.28603204,112603446.56854667,112609433.63799907,112606618.41887033,112603952.32787651,112601420.39584005,112599020.9013253,112603492.8638866,112601090.18958668,112598841.25510502,112596719.00278728,112594714.40087457,112597974.80638738,112595919.0333436,112594021.85456753,112592248.40903613,112590584.5760812,112592853.69945781,112591096.4905531,112589502.77446103,112588032.51299956,112586667.87290394,112588108.64371118,112586613.15658264,112585285.8572922,112584083.17205101,112582984.43250568,112583719.97692531,112582457.0631799,112581366.62811737,112580402.61459032,112579542.10461116,112579667.6633245,112578613.42097473,112577735.41882451,112576985.81210726,112576339.84647943,112575930.88090111,112575065.09791756,112574378.73305036,112573822.63044629,112573370.50846699,112572488.22054951,112571793.39084546,112571280.57305145,112570899.638768,112570623.02193666,112569318.12536064,112568778.82356633,112568423.57783367,112568201.53616357,112568084.04608867
2021-01-06,112633276.28509992,112625900.45250912,112618605.85534024,112611722.5892637,112605413.9587494,112623843.77118383,112618007.9647096,112612285.81531273,112606849.81722702,112601799.24081863,112615415.28415899,112610696.75540328,112606110.66212068,112601739.52448894,112597638.46553956,112607772.42963833,112603888.42890933,112600147.64615123,112596579.8888583,112593211.64818823,112600761.20639308,112597519.25474297,112594427.6794826,112591484.69085863,112588698.44822116,112594281.7547223,112591549.00917831,112588972.54584207,112586531.2383279,112584221.3851801,112588271.90032248,112585955.25887762,112583800.535277,112581774.5213715,112579865.63500221,112582692.40691844,112580725.24997799,112578925.60322453,112577252.53707108,112575689.0277609,112577516.19685012,112575849.50569403,112574355.77257836,112572989.00823353,112571728.2590989,112572721.49102306,112571317.94472863,112570092.47047453,112568995.67480256,112568003.63726841,112568288.00949858,112567118.11722803,112566130.91219495,112565274.6513838,112564523.08751363,112564195.24663919,112563234.85314019,112562461.16101137,112561820.76992011,112561285.55446826,112560421.98895617,112559650.6867036,112559069.46019873,112558623.72213,112558283.80145091,112556946.4764266,112556346.60155034,112555939.5478432,112555669.8724041,112555506.61714557,112553746.82415587,112553302.81897318,112553053.79460399,112552943.69429512,112552940.48167074
